"TIME","GEO","UNIT","ISCED11","SEX","DEG_URB","AGE","Value","Flag and Footnotes"
"2017","Switzerland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.5",""
"2017","Switzerland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.8",""
"2017","United Kingdom","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.0",""
"2017","United Kingdom","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.0",""
"2017","United Kingdom","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.3",""
"2017","United Kingdom","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","38.7",""
"2017","Montenegro","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.5",""
"2017","Montenegro","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.5",""
"2017","Montenegro","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","60.0",""
"2017","Montenegro","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.6",""
"2017","North Macedonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","32.0",""
"2017","North Macedonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","68.0",""
"2017","North Macedonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","50.1",""
"2017","North Macedonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","18.0",""
"2017","Serbia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","23.0",""
"2017","Serbia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.0",""
"2017","Serbia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.2",""
"2017","Serbia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.8",""
"2017","Turkey","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","63.4",""
"2017","Turkey","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","36.6",""
"2017","Turkey","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","20.0",""
"2017","Turkey","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","16.6",""
"2018","Belgium","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.3",""
"2018","Belgium","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.7",""
"2018","Belgium","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","37.7",""
"2018","Belgium","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.0",""
"2018","Bulgaria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.5",""
"2018","Bulgaria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.5",""
"2018","Bulgaria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","53.6",""
"2018","Bulgaria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.8",""
"2018","Czechia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","12.1",""
"2018","Czechia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","87.9",""
"2018","Czechia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","66.2",""
"2018","Czechia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","21.7",""
"2018","Denmark","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.5",""
"2018","Denmark","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.5",""
"2018","Denmark","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.9",""
"2018","Denmark","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.6",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.6",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.4",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","55.2",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","25.2",""
"2018","Estonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.8",""
"2018","Estonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.2",""
"2018","Estonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","47.3",""
"2018","Estonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","35.9",""
"2018","Ireland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.5",""
"2018","Ireland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.5",""
"2018","Ireland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.0",""
"2018","Ireland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","40.5",""
"2018","Greece","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.7",""
"2018","Greece","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.3",""
"2018","Greece","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","43.6",""
"2018","Greece","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.7",""
"2018","Spain","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","40.8",""
"2018","Spain","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","59.2",""
"2018","Spain","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","25.2",""
"2018","Spain","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","34.0",""
"2018","France","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.4",""
"2018","France","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","75.6",""
"2018","France","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.8",""
"2018","France","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.8",""
"2018","Croatia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.7",""
"2018","Croatia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.3",""
"2018","Croatia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","59.3",""
"2018","Croatia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.0",""
"2018","Italy","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","40.3",""
"2018","Italy","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","59.7",""
"2018","Italy","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.6",""
"2018","Italy","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.1",""
"2018","Cyprus","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.9",""
"2018","Cyprus","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.1",""
"2018","Cyprus","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.7",""
"2018","Cyprus","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","39.4",""
"2018","Latvia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","15.3",""
"2018","Latvia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","84.7",""
"2018","Latvia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","54.7",""
"2018","Latvia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.1",""
"2018","Lithuania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","11.7",""
"2018","Lithuania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","88.3",""
"2018","Lithuania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","52.3",""
"2018","Lithuania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.1",""
"2018","Luxembourg","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","27.6",""
"2018","Luxembourg","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","72.4",""
"2018","Luxembourg","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","34.2",""
"2018","Luxembourg","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","38.3",""
"2018","Hungary","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.2",""
"2018","Hungary","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.8",""
"2018","Hungary","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","58.1",""
"2018","Hungary","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","21.7",""
"2018","Malta","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","41.0",""
"2018","Malta","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","59.0",""
"2018","Malta","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","34.4",""
"2018","Malta","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.6",""
"2018","Netherlands","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.0",""
"2018","Netherlands","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.0",""
"2018","Netherlands","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.9",""
"2018","Netherlands","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","33.0",""
"2018","Austria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.9",""
"2018","Austria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.1",""
"2018","Austria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","51.0",""
"2018","Austria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.1",""
"2018","Poland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","13.5",""
"2018","Poland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","86.5",""
"2018","Poland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","59.3",""
"2018","Poland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.2",""
"2018","Portugal","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","49.8",""
"2018","Portugal","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","50.2",""
"2018","Portugal","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","27.6",""
"2018","Portugal","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.5",""
"2018","Romania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.3",""
"2018","Romania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.7",""
"2018","Romania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","58.2",""
"2018","Romania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","15.5",""
"2018","Slovenia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.4",""
"2018","Slovenia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.6",""
"2018","Slovenia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","54.9",""
"2018","Slovenia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","28.7",""
"2018","Slovakia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","14.4",""
"2018","Slovakia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","85.6",""
"2018","Slovakia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","63.6",""
"2018","Slovakia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.0",""
"2018","Finland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","17.7",""
"2018","Finland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","82.3",""
"2018","Finland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.1",""
"2018","Finland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.3",""
"2018","Sweden","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.9","b"
"2018","Sweden","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.1","b"
"2018","Sweden","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.0","b"
"2018","Sweden","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.1","b"
"2018","Iceland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","29.0",""
"2018","Iceland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.0",""
"2018","Iceland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","34.5",""
"2018","Iceland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.5",""
"2018","Norway","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","23.9",""
"2018","Norway","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.1",""
"2018","Norway","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.6",""
"2018","Norway","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.5",""
"2018","Switzerland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","17.2",""
"2018","Switzerland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","82.8",""
"2018","Switzerland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.0",""
"2018","Switzerland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.7",""
"2018","United Kingdom","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.7",""
"2018","United Kingdom","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.3",""
"2018","United Kingdom","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.0",""
"2018","United Kingdom","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","39.3",""
"2018","Montenegro","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.6",""
"2018","Montenegro","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.4",""
"2018","Montenegro","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","61.1",""
"2018","Montenegro","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.3",""
"2018","North Macedonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","31.6",""
"2018","North Macedonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","68.4",""
"2018","North Macedonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","50.9",""
"2018","North Macedonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.6",""
"2018","Serbia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.5",""
"2018","Serbia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.5",""
"2018","Serbia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.1",""
"2018","Serbia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.4",""
"2018","Turkey","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","62.3",""
"2018","Turkey","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","37.7",""
"2018","Turkey","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","20.4",""
"2018","Turkey","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.3",""
"2019","Belgium","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.9",""
"2019","Belgium","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.1",""
"2019","Belgium","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.1",""
"2019","Belgium","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.0",""
"2019","Bulgaria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.9",""
"2019","Bulgaria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.1",""
"2019","Bulgaria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","53.5",""
"2019","Bulgaria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.7",""
"2019","Czechia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","12.3",""
"2019","Czechia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","87.7",""
"2019","Czechia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","66.1",""
"2019","Czechia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","21.6",""
"2019","Denmark","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.0",""
"2019","Denmark","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.0",""
"2019","Denmark","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.6",""
"2019","Denmark","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","33.4",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.5",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.5",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","54.5",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","26.0",""
"2019","Estonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","15.8",""
"2019","Estonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","84.2",""
"2019","Estonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","47.7",""
"2019","Estonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.5",""
"2019","Ireland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.0",""
"2019","Ireland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.0",""
"2019","Ireland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.3",""
"2019","Ireland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","40.7",""
"2019","Greece","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.9",""
"2019","Greece","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.1",""
"2019","Greece","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","46.3",""
"2019","Greece","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.8",""
"2019","Spain","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","39.6",""
"2019","Spain","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","60.4",""
"2019","Spain","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","25.3",""
"2019","Spain","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","35.1",""
"2019","France","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","23.4",""
"2019","France","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.6",""
"2019","France","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.8",""
"2019","France","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","33.8",""
"2019","Croatia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.1",""
"2019","Croatia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.9",""
"2019","Croatia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","59.9",""
"2019","Croatia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.0",""
"2019","Italy","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","39.8",""
"2019","Italy","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","60.2",""
"2019","Italy","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.8",""
"2019","Italy","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.4",""
"2019","Cyprus","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.5",""
"2019","Cyprus","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.5",""
"2019","Cyprus","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.5",""
"2019","Cyprus","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","40.0",""
"2019","Latvia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","14.9",""
"2019","Latvia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","85.1",""
"2019","Latvia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","53.8",""
"2019","Latvia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","31.4",""
"2019","Lithuania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","11.1",""
"2019","Lithuania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","88.9",""
"2019","Lithuania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","51.0",""
"2019","Lithuania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","37.9",""
"2019","Luxembourg","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.7",""
"2019","Luxembourg","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.3",""
